# Зубы реестра проверок: каждая строка -- мутация СОБРАННОГО образа, которая
# обязана покраснить названную проверку и ТОЛЬКО её. Формат (9 полей через
# табуляцию): id, имя проверки, вид, якорь, замена, ещё-красные, ожидаемое
# число вхождений, пометка, шаг-владелец. Вид `literal` -- байтовая
# подстановка (замена дополняется пробелами до длины якоря; длиннее якоря --
# отказ прибора). Вид `derived` -- мутация считается в самом приборе: имя,
# которое она правит, минифицировано и живёт только в конкретной версии.
# Вид `inapplicable` -- зуб третьего исхода шага 29: мутация скрипта проверок,
# декларации или WITNESSES в патче; якорь/замена в таблице -- маркер вида,
# правку несёт прибор. Счёт этих строк -- EXPECTED_INAPPLICABLE_TEETH, не
# EXPECTED_MUTATIONS (тот остаётся длиной literal/derived).
#
# Шестое поле -- ЕЩЁ ОЖИДАЕМЫЕ красные (через `;`, пусто -- ровно одна дверь):
# свойство иногда сторожат две проверки, и тогда честный ответ -- назвать обе,
# а не подобрать мутацию поуже.
#
# Седьмое поле -- ОЖИДАЕМОЕ ЧИСЛО ВХОЖДЕНИЙ якоря на собранном образе версии-
# цели. Обязательно у КАЖДОЙ строки (опциональность вернула бы отказ,
# открывающийся молчанием). literal -- целое (замерено на цели; darwin и linux
# одной версии совпадают: якоря неминифицированы, множитель встраивания
# платформо-равен -- версии же расходятся, и ровно это ловит зуб);
# derived/inapplicable -- `-` (edits_literal их не мутирует). Прибор разводит
# два отказа, прежде шедших одним текстом (#149): число разошлось с ожидаемым --
# сдвинулась ПЛОЩАДКА (апстрим завёл/убрал вхождения идиома), зуб цел,
# направление названо; объявленное число выше потолка -- якорь слишком широк,
# зубу место в derived. Восьмое -- пометка.
#
# Дополнение до длины якоря идёт ПРОБЕЛАМИ В КОНЕЦ замены, поэтому замена,
# соседствующая с чужим якорем, пишется с внутренними пробелами: хвост из
# пробелов разорвал бы соседнюю проверку и покрасил её чужой причиной.
#
# Девятое поле -- ШАГ-ВЛАДЕЛЕЦ ряда: номер шага патча, предмет которого
# мутирует ряд, либо пусто, если ряд не принадлежит шагу (принадлежность
# доказывается чтением, не догадкой: неверный номер молча подарил бы ряду
# чужую судьбу). Поле -- ПРОВЕНАНС для проверяющей стороны: оно НЕ отменяет
# ряд там, где предмет есть. Третий исход даёт только ОБЪЯВЛЕННАЯ в
# tools/our-patch-inapplicable.txt пара «версия образа × шаг»: такой ряд
# уходит в «ИТОГ неприменимых по версии», а не в отказы прибора -- ведро
# отказов обязано оставаться сигналом, и два постоянных жильца делали
# прибор слепым к третьему (#353). Пара без строки в декларации отказывает
# как обычно: неприменимость даёт объявление, а не ненахождение якоря.
# Номер шага, которого нет среди объявленных в tweakcc-patch.js, -- отказ
# прибора с номером.
#
# Каждая мутация ВОСПРОИЗВОДИТ дефект, названный кругом 20 (линза C): проверка
# зелена, а свойство, которое обещает её имя, мертво.
M4	the mod-API forwards a per-call timeout	literal	&&__mcTmo>0&&{timeout:	&&__mcTmo<0&&{timeout:		1	условие проброса таймаута вывернуто: `>0` стало `<0`, и граница времени ставится только на отрицательное значение -- то есть не ставится никогда. Без проброса на мод-дороге границы НЕТ ВООБЩЕ: замер провисел на одном вызове 24 минуты, в записях судьи лежит попытка на 19 минут	30
M5	the mod-API token alias is resolved before the ceiling guard	literal	&&__mcAlias!==void 0)	&&__mcAlias===void 0)		1	условие разрешения алиаса вывернуто: `!==void 0` стало `===void 0`, и snake_case значение подставляется ровно тогда, когда его нет. Зуб стоит именно здесь, а не на наличии присваивания: присваивание, уехавшее ЗА сторож предела, тоже существует -- но значение проезжает мимо проверки целиком, и ни Number.isInteger, ни операторский предел его не видят	30
I1	the mod-API model budget ceiling is operator-set	inapplicable	@inapplicable	@inapplicable	the mod-API budget warning derives from that ceiling	-	NOTE замолчал: печать убрана -- на 2.1.274 с декларацией NOTE обязан быть, и единственный его источник -- форматтер проверки	
I2	the mod-API model budget ceiling is operator-set	inapplicable	@inapplicable	@inapplicable	the mod-API budget warning derives from that ceiling	-	третий исход стал безусловным: декларация не читается -- на 2.1.274 без строки декларации обязан быть отказ с готовой строкой, а не NOTE	
I3	the mod-API model budget ceiling is operator-set	inapplicable	@inapplicable	@inapplicable	the mod-API budget warning derives from that ceiling	-	декларация пережила причину не отказывает -- на 2.1.273 со строкой декларации обязан быть отказ	
I4	the mod-API model budget ceiling is operator-set	inapplicable	@inapplicable	@inapplicable	the mod-API budget warning derives from that ceiling	-	порог ослаблен до «хотя бы один свидетель мёртв» -- один убитый свидетель на 2.1.273 не имеет права отключать проверку	
I5	the mod-API model budget ceiling is operator-set	inapplicable	@inapplicable	@inapplicable	the mod-API budget warning derives from that ceiling	-	список свидетелей взят копией вместо извлечения из src -- мутация правит WITNESSES в патче и ждёт, что проверка это увидит	
I6	the mod-API model budget ceiling is operator-set	inapplicable	@inapplicable	@inapplicable	the mod-API budget warning derives from that ceiling	-	пол замолчал о выводе записи из сверки -- на 2.1.274 с декларацией обязан напечатать версию, шаг и основание	
I7	the mod-API model budget ceiling is operator-set	inapplicable	@inapplicable	@inapplicable	the mod-API budget warning derives from that ceiling	-	пол выводит запись при отсутствующей декларации -- на 2.1.274 без строки пол обязан остаться красным	
I8	the mod-API model budget ceiling is operator-set	inapplicable	@inapplicable	@inapplicable	the mod-API budget warning derives from that ceiling	-	пол выводит запись для чужой версии -- декларация на 274 не имеет права вывести запись на 273	
S1	session memory forced on	derived	@derived	@derived		-	гвард предиката возвращён в составную форму (`if(X()||!P("tengu_m1",!1))return!1;`) -- доминирующий идиом апстрима (78 составных условий на 2.1.276), невидимый старому постусловию, знавшему гвард одним написанием; первый терм -- реальный вызов раннего возврата из самого образа, читатель флага -- из keep-хвоста, имя флага синтетическое: предмет зуба -- ФОРМА условия, а не имя	
